"Products","Months","Total Sales ($)"
"Connected Cannabis Co. - Gushers - Flower (Gram)","08/2020","209,692.763206"
"Up North Humboldt - Durban Poison - Flower (Gram)","02/2021","209,246.554482"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","11/2019","208,554.994312"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","09/2021","207,272.052826"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","12/2019","207,030.305714"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","11/2020","206,745.802353"
"THC Design - Crescendo - Flower (Gram)","03/2020","206,627.965938"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","06/2019","206,487.75876600004"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","12/2018","206,419.189809"
"Level - ProTab - Sativa, 10 Count, 250mg THC","01/2019","205,703.342728"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","02/2020","205,680.850209"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","07/2021","205,202.89204900002"
"Connected Cannabis Co. - Gushers - Flower (Gram)","07/2021","204,999.54198200002"
"Papa & Barkley - Releaf Balm - THC Rich - 1:3 - 50ml, 300mg THC, 100mg CBD","10/2018","204,990.562552"
"Caliva - Alien OG - Flower (Gram)","11/2019","204,414.78214899998"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","04/2019","204,283.32266"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","07/2019","203,943.45714400004"
"Concentrate - Strain Blends - Oil Cartridge","05/2019","202,802.95931300023"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","06/2021","202,083.949004"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","10/2020","201,603.02668900002"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","01/2020","201,462.46823600004"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","12/2020","201,074.64514199996"
"Caliva - Alien OG - Flower (Gram)","01/2020","200,651.40208500007"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","05/2021","200,128.797054"
"THC Design - Crescendo - Flower (Gram)","09/2019","198,517.87744"
"Caliva - Alien OG - Flower (Gram)","12/2019","197,552.56919100002"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","03/2021","197,374.706658"
"Up North Humboldt - Durban Poison - Flower (Gram)","12/2020","196,910.010545"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","10/2019","195,776.967665"
"Level - ProTab - Sativa, 10 Count, 250mg THC","12/2018","195,607.54499"
"Concentrate - Strain Blends - Live Resin","05/2020","195,517.6811229999"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC","05/2019","194,992.51667799999"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","10/2019","193,919.487159"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","09/2020","193,199.675136"
"Connected Cannabis Co. - Gushers - Flower (Gram)","07/2019","193,067.546309"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","06/2019","192,943.519369"
"Pacific Stone - Private Reserve OG - Flower (Gram)","07/2021","192,140.287936"
"Connected Cannabis Co. - Gushers - Flower (Gram)","06/2020","192,056.638026"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","05/2019","191,991.35115"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","07/2021","191,745.27320599998"
"Pacific Stone - Private Reserve OG - Flower (Gram)","09/2021","190,404.721952"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC","05/2019","188,690.734208"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD","08/2021","188,396.858084"
"Connected Cannabis Co. - Gushers - Flower (Gram)","06/2019","188,282.13416100002"
"Level - ProTab - Sativa, 10 Count, 250mg THC","10/2018","188,001.282252"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","03/2019","187,933.46051399998"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","08/2021","187,926.187848"
"Fun Uncle - Shotgun OG - Flower (Gram)","06/2020","186,716.83789599995"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","01/2021","186,214.014304"
"Pacific Stone - Private Reserve OG - Flower (Gram)","06/2021","185,105.39507800003"
"Concentrate - Strain Blends - Live Resin","12/2019","184,975.92014500013"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC","09/2021","184,399.01805899997"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg","09/2019","184,371.10657"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","03/2021","184,253.918604"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","12/2018","184,199.387615"
"Pacific Stone - Private Reserve OG - Flower (Gram)","05/2021","183,186.310371"
"Concentrate - Strain Blends - Live Resin","12/2018","183,166.20670200005"
"Concentrate - Strain Blends - Live Resin","08/2019","182,886.9314240001"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","05/2021","182,526.16706199996"
"Level - ProTab - Sativa, 10 Count, 250mg THC","11/2018","182,286.82909100002"
"Concentrate - Strain Blends - Oil Cartridge","03/2019","181,774.9479690002"
"Level - ProTab - Indica, 10 Count, 250mg THC","10/2018","181,464.988086"
"Fun Uncle - Shotgun OG - Flower (Gram)","12/2019","181,032.377551"
"Source Cannabis - Quest - Flower (Gram)","10/2018","180,998.83738599997"
"Pacific Stone - 805 Glue - Flower (Gram)","09/2019","178,288.76468400002"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","01/2021","177,685.22822800002"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","11/2020","177,185.65852300002"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","12/2019","176,586.800523"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","01/2019","175,904.516447"
"Stiiizy - Vape Pen","08/2019","175,280.89757"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","04/2021","174,868.375763"
"Fun Uncle - Shotgun OG - Flower (Gram)","03/2020","173,525.306235"
"Concentrate - Strain Blends - Distillate Cartridge","11/2019","173,318.46884400002"
"Concentrate - Strain Blends - Oil Cartridge","04/2019","173,152.90057800006"
"Caliva - Alien OG - Flower (Gram)","10/2018","172,868.662357"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","12/2019","172,769.1168"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","02/2020","172,279.328428"
"Concentrate - Strain Blends - Live Resin","11/2018","172,105.749589"
"Caliva - Alien OG - Flower (Gram)","09/2019","171,954.709584"
"Concentrate - Strain Blends - Distillate Cartridge","12/2019","171,719.56248100035"
"Connected Cannabis Co. - Gushers - Flower (Gram)","06/2021","170,745.975987"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","06/2021","170,003.574054"
"Concentrate - Strain Blends - Live Resin","02/2020","169,091.61443899997"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","01/2020","168,248.92436399998"
"Pacific Stone - Private Reserve OG - Flower (Gram)","05/2020","168,041.161112"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","05/2019","167,997.37935399998"
"Caliva - Alien OG - Flower (Gram)","12/2018","167,928.63325899997"
"Concentrate - Strain Blends - Live Resin","01/2020","167,900.403926"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","07/2021","167,749.484582"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","11/2019","167,690.77204700003"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","04/2019","167,062.488664"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","01/2019","166,905.10307500002"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","02/2021","166,454.77934500002"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","04/2021","166,239.078091"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","02/2021","165,686.192827"
"Concentrate - Strain Blends - Live Resin","11/2019","165,423.118356"
"Fun Uncle - Shotgun OG - Flower (Gram)","01/2020","163,356.61107"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","06/2021","161,440.446672"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","06/2021","159,000.92870499997"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD","09/2021","157,254.80402299998"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC","06/2019","157,237.81158399998"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","05/2021","154,891.965222"
"Pacific Stone - Private Reserve OG - Flower (Gram)","06/2019","152,946.95157600002"
"Fun Uncle - Shotgun OG - Flower (Gram)","02/2020","151,526.146213"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","10/2019","148,256.65790599998"
"Caliva - Alien OG - Flower (Gram)","02/2020","148,236.357199"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","08/2021","145,440.048823"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","01/2020","145,385.345558"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","07/2021","145,264.29448100002"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","11/2018","145,043.980301"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","08/2021","143,487.95542"
"Source Cannabis - Quest - Flower (Gram)","12/2018","143,103.708799"
"THC Design - Crescendo - Flower (Gram)","01/2020","142,678.10104"
"Concentrate - Strain Blends - Distillate Cartridge","11/2018","141,800.877374"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","11/2019","141,736.882103"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","02/2021","140,988.072121"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","11/2019","140,920.21384799998"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","08/2019","138,648.738518"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","11/2019","138,373.084072"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","07/2021","137,038.712835"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","08/2019","136,946.796142"
"Concentrate - Strain Blends - Live Resin","10/2018","135,338.630847"
"Up North Humboldt - Durban Poison - Flower (Gram)","11/2018","134,172.04874"
"Stiiizy - Vape Pen","06/2019","132,898.71027299998"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","08/2019","132,107.106409"
"Stiiizy - Vape Pen","07/2019","129,811.52038"
"Stiiizy - Vape Pen","09/2019","126,503.06527000002"
"Stiiizy - Vape Pen","10/2019","125,726.93534999999"
"Kiva Confections - Camino Gummy - Midnight Blueberry, 20 Count, 100mg THC","01/2020","125,248.54827600002"
"Source Cannabis - Quest - Flower (Gram)","01/2019","123,743.28111299999"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD","09/2021","122,129.949641"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","12/2019","121,614.106363"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","01/2019","121,393.07262600001"
"Concentrate - Strain Blends - Distillate Cartridge","06/2019","118,572.87807200005"
"Kiva Confections - Camino Gummy - Wild Cherry, 20 Count, 100mg THC","01/2020","117,391.40338899998"
"Connected Cannabis Co. - Gushers - Flower (Gram)","07/2020","116,423.177509"
"Concentrate - Strain Blends - Distillate Cartridge","04/2019","116,248.190812"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","09/2019","114,102.76273599999"
"Connected Cannabis Co. - Gushers - Flower (Gram)","02/2019","113,403.812327"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","10/2019","113,309.63303699999"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","02/2019","111,797.032311"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","09/2019","111,443.93921100002"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","07/2019","110,859.44061100001"
"Stiiizy - Vape Pen","05/2019","109,760.06792"
"Caliva - Alien OG - Flower (Gram)","07/2021","108,299.810614"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","03/2019","108,241.30606300003"
"Concentrate - Strain Blends - Live Resin","06/2019","107,782.10949899997"
"THC Design - Crescendo - Flower (Gram)","08/2019","107,164.932672"
"Fun Uncle - Shotgun OG - Flower (Gram)","10/2019","107,148.28022699998"
"Fun Uncle - Shotgun OG - Flower (Gram)","08/2019","106,850.200439"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD","09/2021","103,992.73701500002"
"Stiiizy - Vape Pen","04/2019","103,764.30578600001"
"Wyld - Gummies - 1:1 - Hybrid - Pomegranate, 10 Count, 100mg THC, 100mg CBD","06/2019","103,470.28458600001"
"THC Design - Crescendo - Flower (Gram)","04/2019","102,986.033441"
"Concentrate - Strain Blends - Distillate Cartridge","01/2020","102,677.33286999997"
"Kiva Confections - Camino Gummy - Wild Berry, 20 Count, 100mg THC","11/2018","100,911.58348399999"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","04/2019","99,797.251261"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","10/2019","99,634.036251"
"Concentrate - Strain Blends - Distillate Cartridge","01/2019","99,220.486116"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","09/2019","94,581.27608"
"Caliva - Alien OG - Flower (Gram)","10/2019","94,027.36006"
"Stiiizy - Vape Pen","03/2019","92,665.609688"
"Stiiizy - Vape Pen","01/2019","92,028.058977"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD","12/2018","91,455.190258"
"THC Design - Crescendo - Flower (Gram)","06/2019","90,252.73109000002"
"Concentrate - Strain Blends - Live Resin","02/2019","86,352.96483400001"
"Stiiizy - Vape Pen","02/2019","85,126.74622199999"
"Pacific Stone - Private Reserve OG - Flower (Gram)","01/2019","84,887.311319"
"Fun Uncle - Shotgun OG - Flower (Gram)","09/2019","84,798.36579099999"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","04/2019","84,735.337688"
"Concentrate - Strain Blends - Live Resin","03/2019","83,511.36449400001"
"Connected Cannabis Co. - Gelonade - Flower (Gram)","02/2019","82,357.494894"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC","11/2018","81,681.621058"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","07/2019","81,525.001991"
"Concentrate - Strain Blends - Distillate Cartridge","05/2019","80,349.16421899997"
"Concentrate - Strain Blends - Live Resin","05/2019","79,978.33193799996"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","02/2019","79,090.87911400001"
"Concentrate - Strain Blends - Distillate Cartridge","08/2019","79,090.672319"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","07/2019","79,089.27145900001"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","02/2019","77,594.03150499999"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","06/2019","74,500.90149"
"Concentrate - Strain Blends - Live Resin","01/2019","74,244.15475499998"
"Concentrate - Strain Blends - Distillate Cartridge","12/2018","74,176.13446399999"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC","04/2019","72,722.10749200001"
"Pacific Stone - Private Reserve OG - Flower (Gram)","03/2019","70,121.954841"
"Connected Cannabis Co. - Gushers - Flower (Gram)","10/2018","69,709.443844"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","06/2019","68,570.608075"
"Stiiizy - Vape Pen","12/2018","67,831.720336"
"Connected Cannabis Co. - Gushers - Flower (Gram)","12/2018","66,731.51309699999"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","06/2019","66,551.586946"
"Concentrate - Strain Blends - Live Resin","04/2019","66,462.26632699999"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC","05/2019","65,871.60404600001"
"Up North Humboldt - Durban Poison - Flower (Gram)","02/2019","65,408.982635"
"Concentrate - Strain Blends - Distillate Cartridge","10/2018","64,425.779647999996"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack","03/2019","62,080.578693"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC","04/2019","61,983.489781000004"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","04/2019","61,846.74389"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC","04/2019","60,829.654117000005"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","05/2019","56,331.340401999994"
"Connected Cannabis Co. - Biscotti - Flower (Gram)","01/2019","52,886.82333199999"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","05/2019","52,715.439684"
"Stiiizy - Vape Pen","11/2018","52,675.88097200001"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","03/2019","49,735.91713300001"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","04/2019","48,042.973383000004"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC","08/2019","47,990.711000999996"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","05/2019","47,097.301453"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","03/2019","46,406.928824"
"THC Design - Crescendo - Flower (Gram)","05/2019","45,992.219819"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","02/2019","44,949.752752"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","04/2019","44,868.120806"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","03/2019","44,674.124609"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC","07/2019","43,510.569475"
"Pacific Stone - Private Reserve OG - Flower (Gram)","02/2019","42,936.958658999996"
"Stiiizy - Vape Pen","10/2018","42,811.40826"
"Fun Uncle - Shotgun OG - Flower (Gram)","03/2019","40,631.504057000006"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","02/2019","37,263.952872"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","12/2018","36,250.492611999995"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack","03/2019","36,075.687804999994"
"THC Design - Crescendo - Flower (Gram)","03/2019","35,590.984109"
"Pacific Stone - Private Reserve OG - Flower (Gram)","05/2019","33,442.340089000005"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","02/2019","32,233.293931999997"
"Pacific Stone - Wedding Cake - Flower (Gram)","09/2019","31,703.129323"
"Pacific Stone - Private Reserve OG - Flower (Gram)","04/2019","30,688.663725000002"
"Connected Cannabis Co. - Gushers - Flower (Gram)","11/2018","30,648.565412999997"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","01/2019","29,768.779391999997"
"THC Design - Crescendo - Flower (Gram)","07/2019","27,678.311215"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","01/2019","26,700.652387"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","01/2019","25,393.427370999998"
"Concentrate - Strain Blends - Distillate Cartridge","03/2019","20,141.594624"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","10/2018","18,390.490371"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","12/2018","17,678.487744000002"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","10/2018","17,584.435933"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","10/2018","17,326.918889"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","11/2018","16,578.369063000002"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg","11/2018","16,312.654962"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg","11/2018","15,815.885121000001"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg","12/2018","14,142.353871"
"Pacific Stone - Wedding Cake - Flower (Gram)","11/2019","11,679.10232"
"Pacific Stone - Private Reserve OG - Flower (Gram)","12/2018","10,997.655457"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC","03/2019","6,269.725006999999"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC","03/2019","4,763.488184"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC","03/2019","3,276.6058780000003"
