Brands,Months,ARP,vs. Prior Period
California Dreamin',11/2018,8.542113560549210,-0.020932018767483400
California Dreamin',12/2018,7.322466337292250,-0.1427804974274480
California Dreamin',01/2019,7.188520782785680,-0.018292409734190900
California Dreamin',02/2019,6.978486904763660,-0.029217955177229800
California Dreamin',03/2019,6.976788012067740,-0.0002434471424968640
California Dreamin',04/2019,6.792655741284010,-0.026392126357463800
California Dreamin',05/2019,6.875569109296320,0.012206325650862200
California Dreamin',06/2019,6.942705579817180,0.009764496502562710
California Dreamin',07/2019,7.012198176518300,0.010009440253832000
California Dreamin',08/2019,7.394918112049990,0.054579167031146300
California Dreamin',09/2019,7.64299942984619,0.033547540897302
California Dreamin',10/2019,7.206055687868870,-0.05716914491332230
California Dreamin',11/2019,7.362325146373000,0.021685852187791800
California Dreamin',12/2019,6.6203373856794200,-0.10078171582235900
California Dreamin',01/2020,6.654169512108520,0.00511033267009553
California Dreamin',02/2020,6.319003934312690,-0.05036925752882090
California Dreamin',03/2020,6.150959432171650,-0.026593511238147200
California Dreamin',04/2020,6.137493964616230,-0.002189165398326790
California Dreamin',05/2020,6.104213357050120,-0.005422507583385360
California Dreamin',06/2020,5.536573342374760,-0.0929915095480326
California Dreamin',07/2020,3.311630601893310,-0.4018627773703670
California Dreamin',08/2020,5.597289086450990,0.6901912560087290
California Dreamin',09/2020,,-1
California Love Cannabis,03/2021,9.11233312124315,
California Love Cannabis,04/2021,7.4839027700175000,-0.1787061918784960
California Love Cannabis,05/2021,5.552161268734630,-0.2581195347729440
California Love Cannabis,06/2021,5.46312862889346,-0.01603567251234820
California Love Cannabis,07/2021,5.231278842238840,-0.042439012954667000
California Love Cannabis,08/2021,5.129577665718440,-0.019440977930527600
California Love Cannabis,09/2021,5.743367585210100,0.11965700872290000
California Platinum Farms,09/2018,9.574450384158360,
California Platinum Farms,10/2018,7.611111139814710,-0.20506025573981100
California Platinum Farms,11/2018,7.655000000000000,0.005766419564641130
California Platinum Farms,12/2018,,-1
California Platinum Farms,12/2019,6.803433127210210,
California Platinum Farms,01/2020,,-1
California Platinum Farms,02/2020,7.744544474130760,
California Platinum Farms,03/2020,8.761465098554820,0.1313079972386880
California Platinum Farms,04/2020,8.220380811218880,-0.06175728388454080
California Platinum Farms,05/2020,7.614087540318640,-0.07375488859017230
California Platinum Farms,06/2020,7.3026900639669500,-0.04089754349457500
California Platinum Farms,07/2020,7.719357413376990,0.05705669359650920
California Platinum Farms,08/2020,7.887271843510720,0.02175238444624220
California Platinum Farms,09/2020,7.934254203657340,0.005956731437535160
California Platinum Farms,10/2020,7.616639240877050,-0.04003085288518830
California Platinum Farms,11/2020,,-1
California Platinum Farms,12/2020,7.40823446234395,
California Platinum Farms,01/2021,7.360174490597890,-0.00648737185497406
California Platinum Farms,02/2021,8.094856544067480,0.09981856468322720
California Platinum Farms,03/2021,,-1
CaliHash,11/2018,24.94778714367910,
CaliHash,12/2018,25.23199669386250,0.011392174726626600
CaliHash,01/2019,26.49828167570580,0.050185682774412900
CaliHash,02/2019,26.29392399670760,-0.007712110600193030
CaliHash,03/2019,26.135777045081700,-0.006014581606219200
CaliHash,04/2019,26.253222162127200,0.004493653157619350
CaliHash,05/2019,27.01633199356940,0.029067282740746600
CaliHash,06/2019,28.23686508582340,0.0451776019240699
CaliHash,07/2019,28.31191183666510,0.002657757885432830
CaliHash,08/2019,27.416756426458300,-0.031617624954862700
CaliHash,09/2019,28.22739254787910,0.029567178145058300
CaliHash,10/2019,29.58637652424620,0.04814415550646540
CaliHash,11/2019,29.358380068985700,-0.007706129713911720
CaliHash,12/2019,28.79581004690500,-0.019162161562008500
CaliHash,01/2020,28.42645119036370,-0.012826826400772900
CaliHash,02/2020,29.251083347908600,0.029009324872196400
CaliHash,03/2020,28.572398072955400,-0.023202056036043200
CaliHash,04/2020,27.87764512369690,-0.024315528136089100
CaliHash,05/2020,28.10276952781290,0.008075445509009170
CaliHash,06/2020,28.04080931963160,-0.0022047723132760900
CaliHash,07/2020,27.802835073490000,-0.008486711044212830
CaliHash,08/2020,26.937233731094300,-0.03113356390122480
CaliHash,09/2020,27.361101151771100,0.015735373012247100
CaliHash,10/2020,27.05073665124790,-0.011343275214019400
CaliHash,11/2020,26.85407255868550,-0.007270193603152720
CaliHash,12/2020,26.463238406789500,-0.014553999250649200
CaliHash,01/2021,25.97426991039930,-0.018477273600222700
CaliHash,02/2021,26.456454110586700,0.018563917363250900
CaliHash,03/2021,25.78040531041050,-0.025553265654964400
CaliHash,04/2021,24.750427685212800,-0.03995195625500250
CaliHash,05/2021,25.57072955802460,0.03314293729566290
CaliHash,06/2021,26.167102862286300,0.023322498597797800
CaliHash,07/2021,24.851331403608200,-0.05028342134789970
CaliHash,08/2021,25.37711418715710,0.021157127359083400
CaliHash,09/2021,25.799608268760600,0.01664862594255590
Caliva,09/2018,12.762810582196500,
Caliva,10/2018,10.83994326055550,-0.15066174564427800
Caliva,11/2018,10.48012830071300,-0.0331934357213702
Caliva,12/2018,9.979735348115500,-0.047746834603489000
Caliva,01/2019,10.805305222023800,0.082724625965575
Caliva,02/2019,11.457832720024700,0.06038954796675870
Caliva,03/2019,11.175412118272400,-0.024648693051580300
Caliva,04/2019,10.172335872168700,-0.08975742777875790
Caliva,05/2019,9.428482165464060,-0.07312516181655350
Caliva,06/2019,10.54608020336270,0.1185342474308710
Caliva,07/2019,10.007546179358800,-0.05106485192784780
Caliva,08/2019,10.674319634372500,0.0666270675212077
Caliva,09/2019,9.114029460780480,-0.14617233013781600
Caliva,10/2019,8.99376467512272,-0.013195566919690200
Caliva,11/2019,8.535733500363980,-0.050927636123911900
Caliva,12/2019,8.486130774527800,-0.005811184924419850
Caliva,01/2020,8.285053715568180,-0.02369478674111130
Caliva,02/2020,7.541443484894590,-0.08975321780669850
Caliva,03/2020,7.978151478247140,0.05790774594111460
Caliva,04/2020,8.360649696750860,0.047943213355451800
Caliva,05/2020,9.081052685582870,0.08616590994261790
Caliva,06/2020,9.529178283026560,0.049347318307616000
Caliva,07/2020,8.995203562203860,-0.056035757225133600
Caliva,08/2020,9.204055547912550,0.023218150013440500
Caliva,09/2020,9.17785175813308,-0.002846983011245550
Caliva,10/2020,9.390097247446560,0.02312583542498320
Caliva,11/2020,9.731514285749300,0.0363592654373819
Caliva,12/2020,9.543224842448250,-0.01934842181517150
Caliva,01/2021,9.029981034323660,-0.05378096153007800
Caliva,02/2021,9.148219324903800,0.013093968872217100
Caliva,03/2021,9.274442964272260,0.013797618409174600
Caliva,04/2021,9.01171055343985,-0.028328645919170700
Caliva,05/2021,9.083225174140660,0.007935743195115250
Caliva,06/2021,8.784695329541900,-0.03286606231547110
Caliva,07/2021,8.134127177835010,-0.07405699654934010
Caliva,08/2021,7.985220840988200,-0.018306369397883000
Caliva,09/2021,7.789220712533880,-0.02454536103099940
CAM,05/2020,13.588616803160300,
CAM,06/2020,13.384752419740300,-0.015002585353099800
CAM,07/2020,13.541880846911600,0.011739360000385300
CAM,08/2020,13.6549489179095,0.008349510106909770
CAM,09/2020,13.626396313470500,-0.002091007781182470
CAM,10/2020,15.788630559237400,0.15867982965014800
CAM,11/2020,11.251215113391800,-0.2873849906628510
CAM,12/2020,10.225038058130700,-0.09120588709033540
CAM,01/2021,11.897113610442100,0.1635275627147220
CAM,02/2021,12.676835977707500,0.06553878468312530
CAM,03/2021,13.23361710532190,0.04392114314593620
CAM,04/2021,11.203834553986100,-0.15338078283371100
CAM,05/2021,11.582195565619100,0.033770671086749300
CAM,06/2021,12.951017778212400,0.11818331030919200
CAM,07/2021,13.558100434787500,0.04687528555449850
CAM,08/2021,13.750546456686500,0.014194172909743300
CAM,09/2021,14.416176211377200,0.04840751287866100
Can of Bliss,10/2019,13.674876303330800,
Can of Bliss,11/2019,13.445886909038000,-0.01674526256863320
Can of Bliss,12/2019,,-1
Can of Bliss,02/2020,9.543375850257920,
Can of Bliss,03/2020,8.866938169330250,-0.07088033538041890
Can of Bliss,04/2020,,-1
Candor Collections,10/2019,12.425737217181400,
Candor Collections,11/2019,12.662965748553000,0.01909170677162290
Candor Collections,12/2019,,-1
Cann (CA),10/2019,36.79999937353690,
Cann (CA),11/2019,19.460956399431200,-0.47116965405641500
Cann (CA),12/2019,23.696059460854500,0.21762049996407400
Cann (CA),01/2020,23.4691458051746,-0.009576008030142190
Cann (CA),02/2020,16.764446441804000,-0.28568143975194500
Cann (CA),03/2020,14.76197758716170,-0.11944735912358800
Cann (CA),04/2020,13.775426127900400,-0.06683057560792120
Cann (CA),05/2020,13.139405958567500,-0.04617063482666430
Cann (CA),06/2020,13.00568714548440,-0.010176929878316200
Cann (CA),07/2020,12.652562727342100,-0.027151538722421300
Cann (CA),08/2020,14.57253693764120,0.1517458756517420
Cann (CA),09/2020,13.243520872326700,-0.09120004780235620
Cann (CA),10/2020,14.551165791248300,0.09873846475781350
Cann (CA),11/2020,13.611060882558100,-0.06460684471450320
Cann (CA),12/2020,13.169217967015700,-0.03246204828226410
Cann (CA),01/2021,12.856416341254200,-0.02375248299063680
Cann (CA),02/2021,12.999564512343600,0.011134375808142600
Cann (CA),03/2021,13.277334989456900,0.02136767557478340
Cann (CA),04/2021,14.312414183032700,0.07795835492572920
Cann (CA),05/2021,15.052036747709700,0.0516769955940628
Cann (CA),06/2021,16.15258293632850,0.07311609764613680
Cann (CA),07/2021,15.811050260786600,-0.021144152417492200
Cann (CA),08/2021,15.832088424308500,0.0013305987379015600
Cann (CA),09/2021,16.848319559163900,0.06418806588365560
Canna Bay Farms,11/2018,9.613770598247040,
Canna Bay Farms,12/2018,8.492856421041960,-0.11659464574799200
Canna Bay Farms,01/2019,,-1
Canna Bay Farms,02/2019,8.945299695184320,
Canna Bay Farms,03/2019,8.935806171804530,-0.0010612862288898800
Canna Bay Farms,04/2019,9.350765950436240,0.0464378670098109
Canna Bay Farms,05/2019,10.674316850292500,0.14154465065982800
Canna Bay Farms,06/2019,13.217836267171700,0.2382840468904990
Canna Bay Farms,07/2019,12.298666534553000,-0.0695401058115362
Canna Bay Farms,08/2019,11.036536851405400,-0.10262329494028600
Canna Bay Farms,09/2019,11.851044960072400,0.07380105912148970
Canna Bay Farms,10/2019,12.222997638913800,0.031385644058778200
Canna Bay Farms,11/2019,,-1
Canna Bay Farms,03/2020,8.326870674481460,
Canna Bay Farms,04/2020,7.451382599368930,-0.10514010717081900
Canna Bay Farms,05/2020,10.49148984802310,0.4079923702900010
Canna Bay Farms,06/2020,8.962478492738700,-0.1457382485646250
Canna Bay Farms,07/2020,10.12875625972200,0.13012893341147100
Canna Bay Farms,08/2020,,-1
Canna Bay Farms,09/2020,9.47334331504676,
Canna Bay Farms,10/2020,10.285453211617400,0.08572579601129640
Canna Bay Farms,11/2020,10.675373969060400,0.03790992476661700
Canna Bay Farms,12/2020,10.537458967183700,-0.012918985534038900
Canna Bay Farms,01/2021,10.200230288574100,-0.03200284619468220
Canna Bay Farms,02/2021,9.471569961376610,-0.07143567415470240
Canna Bay Farms,03/2021,9.623113881999450,0.015999873436063400
Canna Bay Farms,04/2021,9.953996608212500,0.03438416403155950
Canna Bay Farms,05/2021,9.210087558317640,-0.07473471000392960
Canna Bay Farms,06/2021,11.089500053461000,0.2040602201925940
Canna Bay Farms,07/2021,10.493543426533800,-0.053740621674028700
Canna Bay Farms,08/2021,10.892208331334900,0.037991447559363900
Canna Bay Farms,09/2021,11.84065506645010,0.087075706437481
Canna Care,06/2020,47.142857142857100,
Canna Care,07/2020,,-1
Canna Care,11/2020,54.92754036620680,
Canna Care,12/2020,64.59999695758730,0.1760948428947180
Canna Care,01/2021,,-1
Canna Culture Collective,05/2021,10.127558785703100,
Canna Culture Collective,06/2021,,-1
Canna Culture Collective,08/2021,10.847468680143800,
Canna Culture Collective,09/2021,,-1
Canna Hemp,09/2018,44.676607740176200,
Canna Hemp,10/2018,48.779419331554000,0.09183355225263120
Canna Hemp,11/2018,48.32461135089260,-0.009323767828601680
Canna Hemp,12/2018,42.58641509668390,-0.11874272950780200
Canna Hemp,01/2019,42.36563534871460,-0.005184276428717330
Canna Hemp,02/2019,38.96614213105310,-0.08024176174109080
Canna Hemp,03/2019,35.96678161313280,-0.07697350453202780
Canna Hemp,04/2019,36.48326727054830,0.014360074331113300
Canna Hemp,05/2019,34.806321247162200,-0.045964798354007500
Canna Hemp,06/2019,37.67223539794110,0.08233889845547840
Canna Hemp,07/2019,30.743507105492700,-0.18392134735989300
Canna Hemp,08/2019,24.740736201332000,-0.1952532898593170
Canna Hemp,09/2019,23.87023694459390,-0.035184856653183900
Canna Hemp,10/2019,34.741237120525600,0.45542070659645300
Canna Hemp,11/2019,38.33499999134200,0.10344372189018100
Canna Hemp,12/2019,28.480530290313200,-0.257061946087244
Canna Hemp,01/2020,33.3805110969507,0.17204668440826500
Canna Hemp,02/2020,26.98640252862030,-0.19155214699257400
Canna Hemp,03/2020,,-1
Canna Lean,04/2020,45.49118949176820,
Canna Lean,05/2020,49.17988646787730,0.08108596449817060
Canna Lean,06/2020,44.42117946480290,-0.09676124417616560
Canna Lean,07/2020,,-1
Canna Lean,08/2020,54.73480325805360,
Canna Lean,09/2020,55.17045930294680,0.007959397293148580
Canna Lean,10/2020,53.4683231033445,-0.030852311565065500
Canna Lean,11/2020,52.9446243727633,-0.009794560595607010
Canna Lean,12/2020,48.96491400262840,-0.07516741156033590
Canna Lean,01/2021,36.62443340363430,-0.25202700444509500
Canna Lean,02/2021,35.9630159859741,-0.018059458022756300
Canna Lean,03/2021,38.283675914727900,0.0645290686870879
Canna Lean,04/2021,33.34677487809950,-0.12895577341174500
Canna Lean,05/2021,32.5204928848861,-0.024778467969809200
Canna Lean,06/2021,33.37501173174440,0.02627631905466800
Canna Lean,07/2021,31.57411015058780,-0.05395957896978810
Canna Lean,08/2021,32.82365819658930,0.039575083511206100
Canna Lean,09/2021,33.60641403263840,0.023847306456854800
Canna Living,09/2018,50.599047630089,
Canna Living,10/2018,,-1
Canna Nano,12/2018,6.10178158684792,
Canna Nano,01/2019,,-1
Canna Stripe,02/2019,15.913209284980900,
Canna Stripe,03/2019,16.647391312367500,0.04613664121665270
Canna Stripe,04/2019,17.672413774689700,0.06157255771123120
Canna Stripe,05/2019,16.646666653595000,-0.05804227618095680
Canna Stripe,06/2019,13.567906942542100,-0.1849475198320270
Canna Stripe,07/2019,14.502452836816900,0.06887914976366130
Canna Stripe,08/2019,14.864799984087800,0.024985231901671400
Canna Stripe,09/2019,16.35962958381380,0.10056170290391400
Canna Stripe,10/2019,,-1
Canna Stripe,03/2020,18.26493860716740,
Canna Stripe,04/2020,18.075756752045300,-0.010357650753221200
Canna Stripe,05/2020,17.266077786317400,-0.044793641385788300
Canna Stripe,06/2020,,-1
Canna Stripe,07/2020,17.535509125517800,
Canna Stripe,08/2020,17.494666625888100,-0.0023291310983526500
Canna Stripe,09/2020,17.283939415909600,-0.012045225809943300
Canna Stripe,10/2020,16.87791301966550,-0.02349154243565390
Canna Stripe,11/2020,,-1
Canna Trust,02/2019,5.80450253358075,
Canna Trust,03/2019,,-1
Canna Trust,06/2019,4.9922528451838000,
Canna Trust,07/2019,,-1
Canna Trust,03/2020,4.887170729718380,
Canna Trust,04/2020,3.827101000540510,-0.21690867534700600
Canna Trust,05/2020,8.215160636421400,1.1465753412991100
Canna Trust,06/2020,,-1
Canna Trust,07/2020,5.388354929286450,
Canna Trust,08/2020,6.97240623685771,0.29397679409753200
Canna Trust,09/2020,6.887683845389050,-0.012151097998392800
Canna Trust,10/2020,7.534299465694580,0.09387997980459190
Canna Trust,11/2020,3.662932873803650,-0.5138323223702700
Canna Trust,12/2020,7.264087453111380,0.9831341996634080
Canna Trust,01/2021,5.76812346942774,-0.20593969901104200
Canna Trust,02/2021,7.753075652515590,0.34412442687964600
Canna Trust,03/2021,,-1
Canna Trust,04/2021,5.860023190577990,
Canna Trust,05/2021,7.252211765214230,0.23757390190445900
Canna Trust,06/2021,7.194651210047880,-0.007936965580961930
Canna Trust,07/2021,5.797701605206470,-0.1941650212161020
Canna Trust,08/2021,5.9453110174680300,0.02545998782155230
Canna Trust,09/2021,5.946794684370540,0.0002495524453058770
Canna Valley,03/2021,25.29200085999150,
Canna Valley,04/2021,22.285125982045500,-0.11888639790070900
Canna Valley,05/2021,23.50453762545600,0.05471863360310210
Canna Valley,06/2021,24.278818512541300,0.03294176211519170
Canna Valley,07/2021,24.03198367993120,-0.010166673987146500
Canna Valley,08/2021,22.80349165710840,-0.05111904365384360
Canna Valley,09/2021,23.359072917093700,0.024363867969850900
Canna-Soothe,11/2020,18.41666668060650,
